Headline,Industry,College-Name-1,Degree-Name-1,Field-Of-Study-1,Activities-and-Societies-1,Activities-and-Societies--1,Job-Title-1,Company-Name-1,Dates-Employed-1,Employment-Duration-1,Location-1,College-Name-2,Degree-Name-2,Field-Of-Study-2,Activities-and-Societies-2,Activities-and-Societies--2,Job-Title-2,Company-Name-2,Dates-Employed-2,Employment-Duration-2,Location-2,College-Name-3,Degree-Name-3,Field-Of-Study-3,Activities-and-Societies-3,Activities-and-Societies--3,Job-Title-3,Company-Name-3,Dates-Employed-3,Employment-Duration-3,Location-3,College-Name-4,Degree-Name-4,Field-Of-Study-4,Activities-and-Societies-4,Activities-and-Societies--4,Job-Title-4,Company-Name-4,Dates-Employed-4,Employment-Duration-4,Location-4,College-Name-5,Degree-Name-5,Field-Of-Study-5,Activities-and-Societies-5,Activities-and-Societies--5,Job-Title-5,Company-Name-5,Dates-Employed-5,Employment-Duration-5,Location-5,College-Name-6,Degree-Name-6,Field-Of-Study-6,Activities-and-Societies-6,Activities-and-Societies--6,Job-Title-6,Company-Name-6,Dates-Employed-6,Employment-Duration-6,Location-6,College-Name-7,Degree-Name-7,Field-Of-Study-7,Activities-and-Societies-7,Activities-and-Societies--7,Job-Title-7,Company-Name-7,Dates-Employed-7,Employment-Duration-7,Location-7,College-Name-8,Degree-Name-8,Field-Of-Study-8,Activities-and-Societies-8,Activities-and-Societies--8,Job-Title-8,Company-Name-8,Dates-Employed-8,Employment-Duration-8,Location-8,College-Name-9,Degree-Name-9,Field-Of-Study-9,Activities-and-Societies-9,Activities-and-Societies--9,Job-Title-9,Company-Name-9,Dates-Employed-9,Employment-Duration-9,Location-9,College-Name-10,Degree-Name-10,Field-Of-Study-10,Activities-and-Societies-10,Activities-and-Societies--10,Job-Title-10,Company-Name-10,Dates-Employed-10,Employment-Duration-10,Location-10,College-Name-11,Degree-Name-11,Field-Of-Study-11,Activities-and-Societies-11,Activities-and-Societies--11,Job-Title-11,Company-Name-11,Dates-Employed-11,Employment-Duration-11,Location-11,College-Name-12,Degree-Name-12,Field-Of-Study-12,Activities-and-Societies-12,Activities-and-Societies--12,Job-Title-12,Company-Name-12,Dates-Employed-12,Employment-Duration-12,Location-12,College-Name-13,Degree-Name-13,Field-Of-Study-13,Activities-and-Societies-13,Activities-and-Societies--13,Job-Title-13,Company-Name-13,Dates-Employed-13,Employment-Duration-13,Location-13,skills
Product Manager at Amazon Advertising,Product Manager,William & Mary,"BBA, Information and Operation Technology","BBA, Information and Operation Technology",,,"Product Manager, Amazon Ads",Amazon · Full-time,Nov 2021 - Present,6 mos,,,,,,,Head of Product for DOOH,Yahoo · Full-time,Sep 2021 - Nov 2021,3 mos,Washington DC-Baltimore Area,,,,,,"Senior Director, Developer Solutions",Millennial Media,Apr 2013 - Oct 2015 · 2 yrs 7 mos,2 yrs 7 mos,"Baltimore, Maryland Area",,,,,,"Senior Director, Product Management",Millennial Media,Mar 2012 - Apr 2013 · 1 yr 2 mos,1 yr 2 mos,"Baltimore, Maryland Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Product Management,Digital Media,Online Advertising,"
Senior Product Manager II at Compass,Product Manager,University of Illinois Urbana-Champaign,"BS, Cognitive Neuroscience & Computer Science","BS, Cognitive Neuroscience & Computer Science",,,"Sr. Developer, Ad Solutions",LongTail Video,Aug 2009 - Aug 2011,2 yrs 1 mo,NYC,,,,,,Sr. Web Developer,FragranceX.com,Dec 2008 - Apr 2009,5 mos,NYC,,,,,,Sr. Web Developer,RealtyRobot.com,Aug 2007 - Dec 2008,1 yr 5 mos,Greater New York City Area,,,,,,"Product Manager, Player Technology",JW Player,Apr 2018 - Sep 2018 · 6 mos,6 mos,NYC,,,,,,"Product Manager, Mobile",JW Player,May 2015 - Apr 2018 · 3 yrs,3 yrs,NYC,,,,,,"Product Manager, Platform",JW Player,Aug 2013 - May 2015 · 1 yr 10 mos,1 yr 10 mos,NYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jQuery,CSS,Agile Methodologies,"
"New Product Experimentation @ Meta. Former Google Group PM, startup founder, engineer",Product Manager,Stanford University,"BS, Computer Science","BS, Computer Science",,,Founder - New Product Experimentation,Meta,Jul 2020 - Present,1 yr 10 mos,Greater Seattle Area,,,,,,Group Product Manager - Google Assistant,Google,Jun 2018 - Jun 2020,2 yrs 1 mo,San Francisco Bay Area,,,,,,Group Product Manager - Growth and Mobile,Thumbtack,Sep 2015 - Apr 2017,1 yr 8 mos,San Francisco Bay Area,,,,,,Co-founder and CEO,HeartThis (acquired by Thumbtack),May 2013 - Dec 2015,2 yrs 8 mos,San Francisco Bay Area,,,,,,"schoolFeed, Inc. logo",Employee #1 - Product and Engineering,,schoolFeed (acquired by Classmates),Mar 2011 - May 2013 · 2 yrs 3 mos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Product Management,Start-ups,Analytics,"
Lead Product Manager at Orchard,Product Manager,NYU Stern School of Business,"BS, Finance","BS, Finance",,,Lead Product Manager,Orchard,2021 - Present,1 yr 4 mos,"New York, New York, United States",,,,,,Co-founder,Trendsy,2020 - 2021,1 yr,"New York, New York, United States",,,,,,Head of Product,KidPass,2017 - 2020,3 yrs,Greater New York City Area,,,,,,Product,MealPal,2016 - 2017,1 yr,"•Owner for key product areas including growth, iOS and partner tools",,,,,,"Product Manager, Monetization",Spotify,2013 - 2016,3 yrs,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SEM,Product Management,PPC,"
Passionate about building great products and driving value for customers. Experienced product manager and leader.,Product Manager,George Mason University,"Bachelor of Science - BS, Economics, Computer Science","Bachelor of Science - BS, Economics, Computer Science",,,"Director of Product, Ad Products & Monetization (Pricing, Monetization, & Market Design)",Upwork · Full-time,Mar 2021 - Present,1 yr 2 mos,"Phoenix, Arizona, United States 🌵",,,,,,"Co-Founder, CEO",Rize · Full-time,Dec 2018 - Nov 2020,2 yrs,"Los Angeles, California, United States",,,,,,"Senior Vice President, Product",Brand Networks · Full-time,May 2015 - Jun 2017,2 yrs 2 mos,"Santa Monica, California, United States",,,,,,"Director, Product Management",SHIFT.com · Full-time,Nov 2013 - May 2015,1 yr 7 mos,"Santa Monica, California, United States",,,,,,"Sr. Manager, Product Quality",Snap Inc.,Aug 2018 - Dec 2018 · 5 mos,5 mos,"Santa Monica, California, United States",,,,,,"Product Manager, Monetization",Snap Inc.,Jun 2017 - Jul 2018 · 1 yr 2 mos,1 yr 2 mos,"Santa Monica, California, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Director of Product at Array,Product Manager,University of Denver - Daniels College of Business,"International MBA, Business Intelligence and Analytics, Project Management, Organizational Change and Leadership","International MBA, Business Intelligence and Analytics, Project Management, Organizational Change and Leadership",,,Director of Product Management,Array · Full-time,Sep 2021 - Present,8 mos,,,,,,,Senior Product Manager,Weedmaps · Full-time,Oct 2020 - Sep 2021,1 yr,,,,,,,Communication/Presentation Coach,Daniels College of Business,Sep 2010 - Jun 2012,1 yr 10 mos,"Coaching and training students in presentation best practices.  Includes education in physical/verbal delivery, presentation software, overall structure, and ways to maximize impact.",,,,,,On Premise Sales Representative,Glazer's Distributors,Aug 2007 - Jul 2010,3 yrs,Sales of wine to first-class restaurants in the Austin area.,,,,,,Full-time,ShopKeep,Sep 2017 - May 2020 · 2 yrs 9 mos,2 yrs 9 mos,Director of Product Management,,,,,,Full-time,ShopKeep,Feb 2016 - Sep 2017 · 1 yr 8 mos,1 yr 8 mos,Senior Product Manager,,,,,,Full-time,ShopKeep,Jul 2013 - Feb 2016 · 2 yrs 8 mos,2 yrs 8 mos,Product Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leadership,Data Analysis,Strategic Planning,"
"User-centric, product-focused technical leader",Product Manager,Brown University,"BA, English and American Literature, Interactive Media Independent Study","BA, English and American Literature, Interactive Media Independent Study",,,Engineering Manager,"Glossier, Inc. · Full-time",Sep 2019 - Apr 2020,8 mos,,,,,,,Director Of Product Development,Flipt,Jun 2018 - Sep 2019,1 yr 4 mos,Greater New York City Area,,,,,,Contract Specialist,"Contract CTO, Product Manager, and Technical Director",Apr 2010 - May 2018,8 yrs 2 mos,"New York, NY",,,,,,"Lead Engineer, Technical Architect",Nylon Technology,Sep 2016 - Jan 2018,1 yr 5 mos,Greater New York City Area,,,,,,Interim Chief Technology Officer,Props. Content made easy.,May 2016 - Oct 2016,6 mos,Greater New York City Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Start-ups,Web Development,Strategy,"
Senior Pricing Analytics and Product Manager,Product Manager,University of Dayton,"School, Business Administration; Finance","School, Business Administration; Finance",,,Senior Pricing Analytics and Product Manager,Fareportal · Full-time,May 2019 - Present,3 yrs,Greater New York City Area,,,,,,Data Science Fellow,NYC Data Science Academy,Jan 2019 - May 2019,5 mos,"New York, New York",,,,,,Associate - FX Product Controller,J.P. Morgan,Jul 2015 - Dec 2018,3 yrs 6 mos,Greater New York City Area,,,,,,Intern Risk Management,Catholic Health Partners,Jun 2011 - Aug 2011,3 mos,"Cincinnati, Ohio Area",,,,,,Sep 2012 - Jun 2015 · 2 yrs 10 mos,UBS Investment Bank,"Stamford, Connecticut",3 yrs 11 mos,OTC Collateral Manager,,,,,,Aug 2011 - Aug 2012 · 1 yr 1 mo,UBS Investment Bank,"London, United Kingdom",3 yrs 11 mos,OTC Collateral Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Python (Programming Language),R,SQL,"
"Hi! I'm the product manager and frontend developer for the BOP Digital Platform, an environmental data collection app.",Product Manager,New York University,"Bachelor of Science (B.S.), English/Language Arts Teacher Education","Bachelor of Science (B.S.), English/Language Arts Teacher Education",,,School Programs Educator,Brooklyn Historical Society,Sep 2015 - Sep 2016,1 yr 1 mo,"Brooklyn, NY",,,,,,"English, ESL, and Journalism/Communications Teacher and Newspaper Advisor",Stamford Public Schools,Aug 2007 - Jun 2009,1 yr 11 mos,"Stamford, CT",,,,,,Technical Finance Administrator,Macmillan,Jan 2014 - Apr 2015 · 1 yr 4 mos,1 yr 4 mos,"New York, NY",,,,,,Central Media Operations Assistant,Macmillan,Sep 2011 - Jan 2014 · 2 yrs 5 mos,2 yrs 5 mos,"New York, NY",,,,,,Central Media Administrative Assistant,Macmillan,Dec 2010 - Sep 2011 · 10 mos,10 mos,"New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proofreading,Editing,Blogging,"
Professor (Business Law and Bankruptcy),Professor,MIT Sloan School of Management,"MBA, Blockchain; Congressional Policy","MBA, Blockchain; Congressional Policy",,,Adjunct Professor,Boston College Law School · Self-employed,Jan 2018 - Present,4 yrs 4 mos,"Newton Center, Massachusetts, United States",,,,,,Adjunct Professor,"Questrom School of Business, Boston University · Self-employed",May 2020 - Present,2 yrs,"Boston, Massachusetts, United States",,,,,,Senior Lecturer,Northeastern University · Part-time,Sep 2021 - Present,8 mos,Greater Boston,,,,,,Advisory Board Member,"Hosta Labs, Inc. · Self-employed",Jun 2019 - Present,2 yrs 11 mos,,,,,,,Senior Partner (Retired),Ropes & Gray LLP,1996 - 2018,22 yrs,Boston & New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Assistant Professor at Boston College,Professor,Boston College,"Doctor of Philosophy - PhD, Chemistry","Doctor of Philosophy - PhD, Chemistry",,,Visiting Assistant Professor,Boston College · Full-time,Jul 2020 - Present,1 yr 10 mos,,,,,,,Project Scientist,"Triton Systems, Inc.",Mar 2018 - May 2020,2 yrs 3 mos,"Chelmsford, MA",,,,,,Sep 2012 - Jun 2017 · 4 yrs 10 mos,Boston College,"Chestnut Hill, MA",7 yrs 6 mos,Graduate Research Assistant in Prof. Chia-Kuang (Frank) Tsung's group,,,,,,Jan 2013 - May 2015 · 2 yrs 5 mos,Boston College,•Co-taught ~50 students over 3 semesters in the laboratory section of an advanced instrumental methods course.,7 yrs 6 mos,Teaching Assitant for Advanced Methods in Chemistry,,,,,,Sep 2012 - Dec 2014 · 2 yrs 4 mos,Boston College,"Chestnut Hill, MA",7 yrs 6 mos,Teaching Assistant for Analytical Chemistry Laboratory and Discussions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professor and Chair of Neurology at Boston University School of Medicine,Professor,University of Florida,Doctor of Medicine (M.D.),Doctor of Medicine (M.D.),,,Professor and Chair of Neurology,Boston University School of Medicine,Jun 2017 - Present,4 yrs 11 mos,,,,,,,Professor of Neurology,Yale University School of Medicine,Jul 2010 - May 2017,6 yrs 11 mos,,,,,,,Associate Professor of Neurology,Massachusetts General Hospital,Jun 1995 - Jun 2010,15 yrs 1 mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neurology,Medical Education,Clinical Research,"
"Professor and Chair, Department of Mechanical Engineering at Boston University",Professor,Harvard University,"PhD, Physics","PhD, Physics",,,"Professor and Chair, Department of Mechanical Engineering",Boston University,Sep 2013 - Present,8 yrs 8 mos,,,,,,,"Director, Materials Physics Research Dept.","Bell Laboratories, Lucent Technologies",1995 - 2006,11 yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience Researcher and Professor,Professor,Harvard University,"PhD, Neuroscience","PhD, Neuroscience",,,,,,,,,,,,,Board Member,Jewish Community Day School,2006 - Present,16 yrs 4 mos,,,,,,,Professor,Children's Hospital Boston,2000 - Present,22 yrs 4 mos,,,,,,,Professor of Neurology,Boston Children's Hospital,2000 - Present,22 yrs 4 mos,,,,,,,Board of Scientific Overseers,The Jackson Laboratory,2006 - 2012,6 yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cell Biology,Molecular Biology,Neuroscience,"
"Professor of Pathology & Laboratory Medicine, Boston University School of Medicine",Professor,Mayo Clinic School of Medicine,Doctor of Medicine (MD),Doctor of Medicine (MD),,,Professor and Chair,Boston University School of Medicine,Sep 2006 - Present,15 yrs 8 mos,,,,,,,University of Michigan Medical Center logo,"Professor of Pathology, Assistant Dean of Admissions",,University of Michigan Medical Center,Jul 1982 - Aug 2006 · 24 yrs 2 mos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molecular Biology,Cell Biology,Immunology,"
NIH funded Principal Investigator and Board Certified in Geriatrics and Internal Medicine,Professor,Harvard T.H. Chan School of Public Health,"Master of Public Health - MPH, Research Methodology and Quantitative Methods","Master of Public Health - MPH, Research Methodology and Quantitative Methods",,,Professor of Medicine and Geriatrics,Boston University School of Medicine · Full-time,Jan 2002 - Present,20 yrs 4 mos,"Boston, Massachusetts, United States",,,,,,Professor of Medicine & Geriatrics,Boston Medical Center and Boston University School of Medicine,Jan 2002 - Present,20 yrs 4 mos,Boston University School of Medicine and Boston Medical Center,,,,,,"Life Expectancy Calculation Expert for Legal Cases, Consulting",Legallifeexpectancy.com,Jan 2010 - Present,12 yrs 4 mos,Worldwide,,,,,,Owner/Manager,livingto100.com,Jan 1999 - Present,23 yrs 4 mos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Research,Clinical Research,Public Health,"
Associate Teaching Professor and Associate Chair for Undergraduate Studies,Professor,Clemson University,"Doctor of Philosophy (Ph.D.), BioEngineering","Doctor of Philosophy (Ph.D.), BioEngineering",,,"Associate Teaching Professor, Associate Chair for Undergraduate Studies, Mathworks Faculty Fellow",Northeastern University,Jul 2015 - Present,6 yrs 10 mos,"Boston, Massachusetts",,,,,,Scientist,"Poly-Med, Inc.",Jan 2007 - Jul 2010,3 yrs 7 mos,"Anderson, SC",,,,,,Undergraduate Researcher - Howard Hughes Medical Institute,University of Colorado,2004 - 2006,2 yrs,"Boulder, CO",,,,,,"Instructor: Biology for BioEngineers, BioE1010",Clemson University,Jan 2013 - May 2015 · 2 yrs 5 mos,2 yrs 5 mos,"Clemson, SC",,,,,,PhD Candidate,Clemson University,Aug 2010 - May 2015 · 4 yrs 10 mos,4 yrs 10 mos,"Clemson, SC",,,,,,Teaching Assistant,Clemson University,Jan 2012 - Jan 2013 · 1 yr 1 mo,1 yr 1 mo,"Clemson, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tissue Engineering,Biomaterials,Bioengineering,"
"Arvind and Chandan Nandlal Kilachand Professor and Director of Kilachand Honors College, Boston University",Professor,Rutgers University,"Ph.D, English Literatures and Women's Studies","Ph.D, English Literatures and Women's Studies",,,,,,,,,,,,,"Associate Professor of English, Director of WGS",Boston University,Sep 2006 - Present · 15 yrs 8 mos,15 yrs 8 mos,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Research,Higher Education,University Teaching,"
Professor and Associate Dean for Research at Boston College Connell School of Nursing,Professor,University of Pennsylvania School of Nursing,"Doctor of Philosophy - PhD, Nursing Science","Doctor of Philosophy - PhD, Nursing Science",,,Professor and Associate Dean for Research,Boston College Connell School of Nursing,Jan 2018 - Present,4 yrs 4 mos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head of Data Science,Machine Learning,,,,,,Head of Data Science,Pierian Data Inc.,Nov 2015 - Present,6 yrs 6 mos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machine Learning,Matlab,Python,"
Senior Data Scientist at Atlassian,Machine Learning,Columbia University in the City of New York,"Master of Science - MS, Data Science","Master of Science - MS, Data Science",,,Senior Data Scientist,Atlassian · Full-time,Mar 2022 - Present,2 mos,,,,,,,Data Scientist,Boardroom Alpha,Sep 2018 - Dec 2018,4 mos,Greater New York City Area,,,,,,Research Assistant,Columbia University in the City of New York,Oct 2017 - Dec 2018 · 1 yr 3 mos,1 yr 3 mos,Greater New York City Area,,,,,,Graduate Teaching Assistant,Columbia University in the City of New York,Sep 2017 - Sep 2018 · 1 yr 1 mo,1 yr 1 mo,Greater New York City Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R,Python,Microsoft Excel,"
"Competitive Analyst, Machine Learning and AI",Machine Learning,The Wharton School,"MBA, Accounting and Decision Sciences","MBA, Accounting and Decision Sciences",,,Head of Competitor Intelligence,Domino Data Lab · Full-time,Dec 2021 - Present,5 mos,,,,,,,"Senior Director, Competitor Intelligence",DataRobot · Full-time,Mar 2018 - Dec 2021,3 yrs 10 mos,,,,,,,Director of Product Marketing for Data Science,Cloudera,May 2017 - Mar 2018,11 mos,,,,,,,Consultant,"Thomas W. Dinsmore, LLC",Jun 2015 - May 2017,2 yrs,,,,,,,Knowledge Expert,The Boston Consulting Group,Aug 2014 - Jun 2015,11 mos,"Boston, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Analytics,Big Data,Predictive Analytics,"
Machine Learning Software Engineer at Cortex Sustainability Intelligence,Machine Learning,Case Western Reserve University,"Bachelor’s Degree, Mechanical Engineering","Bachelor’s Degree, Mechanical Engineering",,,Full Stack Data Scientist,Wärtsilä · Full-time,Feb 2022 - Mar 2022,2 mos,,,,,,,Full-Stack Data Scientist and Machine Learning Engineer,Cortex Building Intelligence · Full-time,Dec 2018 - Feb 2022,3 yrs 3 mos,"Washington, District of Columbia, United States",,,,,,Data Scientist,"Feature Labs, Inc.",Jul 2018 - Nov 2018,5 mos,Boston,,,,,,Data Science Writer,Towards Data Science · Freelance,Jan 2017 - Oct 2018,1 yr 10 mos,"•Data Science and Machine Learning writer with 500,000 monthly readers",,,,,,Data Scientist Intern,Pratt & Whitney,May 2018 - Jul 2018,3 mos,"Hartford, Connecticut Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computational Fluid Dynamics (CFD),CFD ++,Microsoft Office,"
"Scientific Director, Artificial Intelligence / Machine Learning, Uncertainty Analysis and Quantifications at BISC Global",Machine Learning,Technische Universiteit Delft,"Doctor of Philosophy - Ph.D., Numerical Analysis","Doctor of Philosophy - Ph.D., Numerical Analysis",,,Research Fellow,Harvard Medical School · Full-time,Sep 2017 - Oct 2020,3 yrs 2 mos,Greater Boston Area,,,,,,Post Graduate Researcher,Cranfield University · Full-time,Oct 2003 - Oct 2006,3 yrs 1 mo,"Cranfield, United Kingdom",,,,,,Research Assistant,Lomonosov Moscow State University · Part-time,Apr 2003 - Nov 2003,8 mos,"119991 Moscow, Russia",,,,,,Jul 2014 - Dec 2016 · 2 yrs 6 mos,Schlumberger,"Cambridge, MA 02139, United States",Full-time · 10 yrs 2 mos,"Principal Research Scientist, Schlumberger-Doll Research",,,,,,Nov 2006 - Jul 2014 · 7 yrs 9 mos,Schlumberger,"Abingdon, OX14 1UJ, United Kingdom",Full-time · 10 yrs 2 mos,"Senior Software Engineer / Scientist, Schlumberger - Abingdon Technology Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C++,Software Development,Software Engineering,"
Machine Learning Researcher,Machine Learning,Carnegie Mellon University,"Doctor of Philosophy - PhD, Machine Learning","Doctor of Philosophy - PhD, Machine Learning",,,Machine Learning Scientist,Lightmatter,Jan 2021 - Feb 2022,1 yr 2 mos,,,,,,,PhD Student,Carnegie Mellon University,Aug 2013 - May 2019,5 yrs 10 mos,,,,,,,President,Michigan Student Artificial Intelligence Lab,Mar 2012 - Mar 2013,1 yr 1 mo,,,,,,,Software Engineering Intern,Google,May 2012 - Aug 2012,4 mos,"Mountain View, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist II - Optimization at TD Bank,Machine Learning,University of Massachusetts Boston,"Doctor of Philosophy (Ph.D.), Computer Science","Doctor of Philosophy (Ph.D.), Computer Science",,,Data Scientist II,TD · Full-time,Jan 2022 - Present,4 mos,,,,,,,Data Scientist,Bayer Crop Science · Full-time,Jan 2021 - Present,1 yr 4 mos,"Boston, Massachusetts, United States",,,,,,University Lecturer,Clark University · Part-time,Aug 2019 - May 2020,10 mos,"Worcester, Massachusetts, United States",,,,,,Data Science Intern,DatyCS · Part-time,Jan 2019 - May 2019,5 mos,"Boston, Massachusetts, United States",,,,,,Part-time,UMass Boston,Jan 2016 - Aug 2019 · 3 yrs 8 mos,3 yrs 8 mos,Lecturer,,,,,,Sep 2014 - Aug 2019 · 5 yrs,UMass Boston,Teaching and Research Assistantship,5 yrs,Research Asssitant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C++,Programming,Java,"
Data Scientist,Machine Learning,Stanford University,"Professional Program, Artificial Intelligence","Professional Program, Artificial Intelligence",,,Data Scientist,Unite Us · Full-time,Apr 2022 - Present,1 mo,- an end-to-end solution to identify SDoH and to enroll and serve people with social care need,,,,,,R&D Engineer,Boston Scientific · Full-time,Mar 2020 - Jul 2021,1 yr 5 mos,"Maple Grove, Minnesota, United States",,,,,,Summer Intern,Boston Scientific,Jun 2017 - Sep 2017,4 mos,"Maple grove, Minnesota, US",,,,,,Full-time,University of Minnesota,Feb 2020 - Mar 2020 · 2 mos,2 mos,Post doctoral researcher,,,,,,Jan 2015 - Jan 2020 · 5 yrs 1 mo,University of Minnesota,"Biomedical Department, University of Minnesota",5 yrs 3 mos,"Graduate Research Assistant, Ph.D. Candidate",,,,,,Sep 2016 - Dec 2016 · 4 mos,University of Minnesota,"Minneapolis, MN, United States",5 yrs 3 mos,Teaching Assistant - Programming for Biomedical Engineers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matlab,C++,Solidworks,"
Applied Machine Learning Scientist at Amazon,Machine Learning,Boston University,"Doctor of Philosophy - PhD [Master out], Systems Engineering","Doctor of Philosophy - PhD [Master out], Systems Engineering",,,Data Scientist,Farmers Insurance,2017 - 2018,1 yr,• Applied unspervisied learning methods for agent fraud detection in Auto,,,,,,Data Analyst,Verisk Analytics,2015 - 2017,2 yrs,Greater Boston Area,,,,,,Gradudate Research And Teaching Assistant,Boston University,2013 - 2015,2 yrs,Greater Boston Area,,,,,,Simaran logo,Application Engineer,,Simaran,2011 · Less than a year,,,,,,,,,,,,,,,,Jul 2018 - May 2021 · 2 yrs 11 mos,Amazon,"• Led a project to design and implement an outlier detection service  to detect anomalous usage in Amazon devices e.g Alexa, Tablets, etc. This service contributed to 20% reduction in test time for",Full-time · 3 yrs 10 mos,"Applied Machine Learning Scientist, Product Integrity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statistics,Machine Learning,Programming,"
